serial_number,uuid,page_number,shelf_row,position_column,mounting_type,extraction_status,extraction_method,qa_check,duplicates,Column Position
A34-2A,02b94a96-c815-80b9-1435-7cc63889cf5b,67,2,A,Screw Holes,matched,original-matched,,2,1
A34-2B,8cb94a96-c9aa-fcbf-c35a-2a94650a937c,67,2,B,Screw Holes,matched,original-matched,,1,2
A34-2C,9cb94a96-cb83-838a-6590-f5678d727009,67,2,C,Screw Holes,matched,original-matched,,1,3
A34-2D,64b94a96-c7c6-3b4d-6f9f-da9f09409cbe,67,2,D,Screw Holes,matched,original-matched,,2,4
A34-2E,62b94a96-cc8f-22d4-599c-05c4a18127a4,68,2,E,Screw Holes,matched,original-matched,,2,5
A34-2G,90b94a96-cfe1-9cb6-e382-771651cf16e7,68,2,G,Screw Holes,matched,original-matched,,1,7
A34-2H,e2b94a96-cc4e-97f3-f46c-f647c5354cc7,68,2,H,Screw Holes,matched,original-matched,,2,8
A34-2J,18b94a96-cd13-bbd9-35cf-29a8adfcd7ba,68,2,J,Screw Holes,matched,original-matched,,1,10
A34-3A,34b94a96-cb24-f455-b885-b9681f249a17,67,3,A,Screw Holes,matched,original-matched,,1,1
A34-3B,66b94a96-cbc2-1eea-afaf-a5b915d0a688,67,3,B,Screw Holes,matched,original-matched,,2,2
A34-3C,70b94a96-c856-26b9-4982-a7b4c2ff247c,67,3,C,Screw Holes,matched,original-matched,,1,3
A34-3D,02b94a96-c815-80b9-1435-7cc63889cf5b,67,3,D,Screw Holes,matched,original-matched,,2,4
A34-3E,2ab94a96-cf99-901a-6f40-226dd3d8da1d,68,3,E,Screw Holes,matched,original-matched,,2,5
A34-3G,e2b94a96-cc4e-97f3-f46c-f647c5354cc7,68,3,G,Screw Holes,matched,original-matched,,2,7
A34-3H,54b94a96-cd5e-309c-663b-0568b15e060c,68,3,H,Screw Holes,matched,original-matched,,1,8
A34-3J,5ab94a96-cd9f-27e6-bdde-5ac89fe704dc,68,3,J,Screw Holes,matched,original-matched,,2,10
A34-4A,14b94a96-c893-2f7a-8862-824bfbd21e96,67,4,A,Adhesive,matched,original-matched,,1,1
A34-4B,36b94a96-ca43-8424-cdd3-5f29954657d4,67,4,B,Adhesive,matched,original-matched,,1,2
A34-4C,dcb94a96-cc07-1260-947b-be65d45e1c30,67,4,C,Adhesive,matched,original-matched,,1,3
A34-4D,38b94a96-c958-5cba-3db7-875e684e8990,67,4,D,Adhesive,matched,original-matched,,2,4
A34-4E,5ab94a96-cd9f-27e6-bdde-5ac89fe704dc,68,4,E,Adhesive,matched,original-matched,,2,5
A34-4G,22b94a96-d086-0741-126f-2e6bd7345a67,68,4,G,Adhesive,matched,original-matched,,1,7
A34-4H,7ab94a96-ce2f-cb0a-fc99-655305e97953,68,4,H,Adhesive,matched,original-matched,,1,8
A34-4J,0cb94a96-ceca-06b0-dc3b-4505e36d02b2,68,4,J,Adhesive,matched,original-matched,,1,10
A35-1A,64b94a96-c547-a704-60a2-6f8c454cf394,69,1,A,Screw Holes,matched,original-matched,,1,1
A35-1B,4ab94a96-e11c-e765-ff09-a1fcfd4ccd57,69,1,B,Screw Holes,matched,original-matched,,2,2
A35-1C,92b94a96-e1a7-c906-0a15-70c9aa1adac8,69,1,C,Screw Holes,matched,original-matched,,1,3
A35-1D,bab94a96-e050-56ae-a1c2-24f6460dafd4,69,1,D,Screw Holes,matched,original-matched,,1,4
A35-1E,60b94a96-def7-130b-1bad-39208cd3c8e3,70,1,E,Screw Holes,matched,original-matched,,1,5
A35-1G,f0b94a96-dc35-656b-a710-42801aa0538e,70,1,G,Screw Holes,matched,original-matched,,1,7
A35-1H,dcb94a96-db16-66b6-ea5b-92d8056d0638,70,1,H,Screw Holes,matched,original-matched,,1,8
A35-1J,38b94a96-df61-9eb4-9ba1-3c69542f19b7,70,1,J,Screw Holes,matched,original-matched,,2,10
A35-2A,56b94a96-c6de-426e-8d2a-44b055e7a632,69,2,A,Screw Holes,matched,original-matched,,1,1
A35-2B,86b94a96-c592-d08a-8ecb-6539a5018b09,69,2,B,Screw Holes,matched,original-matched,,1,2
A35-2C,b8b94a96-c508-32a9-0595-ed03bfae0d51,69,2,C,Screw Holes,matched,original-matched,,1,3
A35-2D,d2b94a96-c66f-76cb-edb2-411e94de71a7,69,2,D,Screw Holes,matched,original-matched,,1,4
A35-2E,38b94a96-df61-9eb4-9ba1-3c69542f19b7,70,2,E,Screw Holes,matched,original-matched,,2,5
A35-2G,e2b94a96-dcb1-f6bf-a616-6ee30c8c9cce,70,2,G,Screw Holes,matched,original-matched,,1,7
A35-2H,2eb94a96-db59-6614-7a2c-0650d2a70187,70,2,H,Screw Holes,matched,original-matched,,1,8
A35-2J,64b94a96-e00e-28fe-0be3-eeeda1f70b03,70,2,J,Screw Holes,matched,original-matched,,2,10
A35-3A,26b94a96-e22f-6ec2-9949-5da062c74883,69,3,A,Screw Holes,matched,original-matched,,2,1
A35-3B,92b94a96-c5d9-7332-f206-d816991c5cb7,69,3,B,Screw Holes,matched,original-matched,,1,2
A35-3C,26b94a96-e22f-6ec2-9949-5da062c74883,69,3,C,Screw Holes,matched,original-matched,,2,3
A35-3D,4ab94a96-e11c-e765-ff09-a1fcfd4ccd57,69,3,D,Screw Holes,matched,original-matched,,2,4
A35-3E,56b94a96-dfb9-fd07-6269-628935f39879,70,3,E,Screw Holes,matched,original-matched,,1,5
A35-3G,e6b94a96-dd08-93d5-104b-9c3a053fb0ee,70,3,G,Screw Holes,matched,original-matched,,1,7
A35-3H,70b94a96-dba1-c8d3-9dc3-c976e167a7a8,70,3,H,Screw Holes,matched,original-matched,,1,8
A35-3J,34b94a96-de16-74c4-c499-a7abcd4cf6c7,70,3,J,Screw Holes,matched,original-matched,,1,10
A35-4A,7eb94a96-c781-0b80-3493-7a0a2685303a,69,4,A,Adhesive,matched,original-matched,,1,1
A35-4B,beb94a96-e1e8-5374-b167-a11e584471fd,69,4,B,Adhesive,matched,original-matched,,1,2
A35-4C,d8b94a96-e168-0c9d-cf7b-397a115d8ce6,69,4,C,Adhesive,matched,original-matched,,1,3
A35-4D,1eb94a96-c72a-0638-ec4b-fde6d62eb262,69,4,D,Adhesive,matched,original-matched,,1,4
A35-4E,64b94a96-e00e-28fe-0be3-eeeda1f70b03,70,4,E,Adhesive,matched,original-matched,,2,5
A35-4G,4eb94a96-dd51-4665-2caa-2ae1e84f7680,70,4,G,Adhesive,matched,original-matched,,1,7
A35-4H,e0b94a96-dbe8-eaba-65e2-52dd2dbcff92,70,4,H,Adhesive,matched,original-matched,,1,8
A35-4J,12b94a96-dea5-aa48-314e-d945932e2cdc,70,4,J,Adhesive,matched,original-matched,,1,10
A36-1A,54b94a96-d432-aee7-f045-60c60251e9cd,71,1,A,Screw Holes,matched,original-matched,,2,1
A36-1B,eeb94a96-d5cb-3bda-29b0-e7be0e257848,71,1,B,Screw Holes,matched,original-matched,,1,2
A36-1C,54b94a96-d432-aee7-f045-60c60251e9cd,71,1,C,Screw Holes,matched,original-matched,,2,3
A36-1D,4eb94a96-d4b7-f3c9-cc91-096e3b513934,71,1,D,Screw Holes,matched,original-matched,,2,4
A36-1E,90b94a96-d64e-590c-b4f5-58a5ac1328e3,72,1,E,Screw Holes,matched,original-matched,,1,5
A36-1G,70b94a96-d89c-2ebe-e07e-bd402ad2bba0,72,1,G,Screw Holes,matched,original-matched,,1,7
A36-1H,8eb94a96-d9e5-581b-4ec3-27c9f7df86e8,72,1,H,Screw Holes,matched,original-matched,,1,8
A36-1J,e2b94a96-d693-0baf-e289-b539c26c1bba,72,1,J,Screw Holes,matched,original-matched,,1,10
A36-2A,c6b94a96-d23e-9e3d-d5eb-56ce6b6a1123,71,2,A,Screw Holes,matched,original-matched,,1,1
A36-2B,56b94a96-d35a-29bb-022b-bb7bd007a0b2,71,2,B,Screw Holes,matched,original-matched,,1,2
A36-2C,bab94a96-d4fc-cfd8-b908-8c0256cfc109,71,2,C,Screw Holes,matched,original-matched,,1,3
A36-2D,2cb94a96-d1f6-0a90-11c6-4b1129687415,71,2,D,Screw Holes,matched,original-matched,,2,4
A36-2E,c4b94a96-da2e-5c09-d320-b9b1e66804b4,72,2,E,Screw Holes,matched,original-matched,,1,5
A36-2G,d0b94a96-d7d0-c744-1b87-73b88d63db49,72,2,G,Screw Holes,matched,original-matched,,2,7
A36-2H,58b94a96-d8e2-646f-1ec7-8366d0e6ee90,72,2,H,Screw Holes,matched,original-matched,,1,8
A36-2J,9eb94a96-d73b-bc47-e630-4234cb2130fb,72,2,J,Screw Holes,matched,original-matched,,1,10
A36-3A,4eb94a96-d4b7-f3c9-cc91-096e3b513934,71,3,A,Screw Holes,matched,original-matched,,2,1
A36-3B,2eb94a96-d3ab-6c24-d337-80941ea014f5,71,3,B,Screw Holes,matched,original-matched,,1,2
A36-3C,12b94a96-d539-3e9b-6613-310fcb8b31eb,71,3,C,Screw Holes,matched,original-matched,,1,3
A36-3D,2cb94a96-d1f6-0a90-11c6-4b1129687415,71,3,D,Screw Holes,matched,original-matched,,2,4
A36-3E,aab94a96-d6ec-b818-c7a3-2108ce83c3ce,72,3,E,Screw Holes,matched,original-matched,,1,5
A36-3G,feb94a96-d925-d61a-e614-84fa4294e629,72,3,G,Screw Holes,matched,original-matched,,1,7
A36-3H,ccb94a96-da70-8458-fadc-466ab56b0ee3,72,3,H,Screw Holes,matched,original-matched,,1,8
A36-3J,d0b94a96-d7d0-c744-1b87-73b88d63db49,72,3,J,Screw Holes,matched,original-matched,,2,10
A36-4A,78b94a96-d2cf-b877-5e8f-6550028edd5f,71,4,A,Adhesive,matched,original-matched,,1,1
A36-4B,a4b94a96-d47a-c88c-c25a-059945b5ffb1,71,4,B,Adhesive,matched,original-matched,,1,2
A36-4C,f8b94a96-d60b-9952-d611-70b63f7cef7d,71,4,C,Adhesive,matched,original-matched,,1,3
A36-4D,52b94a96-d285-5d20-c8a4-37e96597b8c6,71,4,D,Adhesive,matched,original-matched,,1,4
A36-4E,ccb94a96-dab7-1d1e-4e22-d296fe3442fc,72,4,E,Adhesive,matched,original-matched,,1,5
A36-4G,b0b94a96-d858-37e1-c033-ded964491901,72,4,G,Adhesive,matched,original-matched,,2,7
A36-4H,fcb94a96-d97a-979c-e327-5ae1768049c8,72,4,H,Adhesive,matched,original-matched,,1,8
A36-4J,b0b94a96-d858-37e1-c033-ded964491901,72,4,J,Adhesive,matched,original-matched,,2,10
A37-1A,18b94a96-d042-2ca0-6eef-23d29afaa524,73,1,A,Screw Holes,matched,original-matched,,2,1
A37-1B,a4b94a96-ce04-c8b9-3053-4fc9ce510baf,73,1,B,Screw Holes,matched,original-matched,,1,2
A37-1C,0cb94a96-d16f-058f-2d6c-93daf262b450,73,1,C,Screw Holes,matched,original-matched,,1,3
A37-1D,18b94a96-d042-2ca0-6eef-23d29afaa524,73,1,D,Screw Holes,matched,original-matched,,2,4
A37-1E,8ab94a96-cc7a-dc13-483a-98b829148f30,74,1,E,Screw Holes,manual-qa,manual-scan,,1,5
A37-1G,50b94a96-ca2e-49f0-ae04-f2c09a312c42,74,1,G,Screw Holes,matched,original-matched,,1,7
A37-1H,f2b94a96-c8dc-1bf1-92e1-235b906fa888,74,1,H,Screw Holes,matched,original-matched,,1,8
A37-1J,a8b94a96-ccbd-70c8-3d3a-90fde8e055de,74,1,J,Screw Holes,matched,original-matched,,2,10
A37-2A,9ab94a96-d122-2cb0-e982-0a06bdf67700,73,2,A,Screw Holes,matched,original-matched,,1,1
A37-2B,e6b94a96-cffa-852b-99fc-41a31c431b87,73,2,B,Screw Holes,matched,original-matched,,1,2
A37-2C,b2b94a96-ced1-a12e-6b5b-170aa673b6f6,73,2,C,Screw Holes,matched,original-matched,,1,3
A37-2D,cab94a96-ce4e-e4fb-e605-e7c0371aedef,73,2,D,Screw Holes,matched,original-matched,,1,4
A37-2E,a8b94a96-ccbd-70c8-3d3a-90fde8e055de,74,2,E,Screw Holes,matched,original-matched,,2,5
A37-2G,c8b94a96-ca75-f9fd-0e36-707232df3448,74,2,G,Screw Holes,matched,original-matched,,1,7
A37-2H,b0b94a96-c953-a8f9-1b74-eccb2829815a,74,2,H,Screw Holes,matched,original-matched,,1,8
A37-2J,78b94a96-cd3f-574e-3c77-d670b95328df,74,2,J,Screw Holes,matched,original-matched,,2,10
A37-3A,0eb94a96-ce90-0f6a-628c-5b21dab413a4,73,3,A,Screw Holes,matched,original-matched,,2,1
A37-3B,e2b94a96-d0d3-5581-1450-6009c3d4dfcd,73,3,B,Screw Holes,matched,original-matched,,2,2
A37-3C,74b94a96-cfb6-e63c-bc0f-0a3517aada39,73,3,C,Screw Holes,matched,original-matched,,1,3
A37-3D,0eb94a96-ce90-0f6a-628c-5b21dab413a4,73,3,D,Screw Holes,matched,original-matched,,2,4
A37-3E,0eb94a96-ccfd-26c5-c501-b4defa3573fa,74,3,E,Screw Holes,matched,original-matched,,1,5
A37-3G,b8b94a96-cabd-7ddd-894d-f8642bd861f7,74,3,G,Screw Holes,matched,original-matched,,1,7
A37-3H,2cb94a96-c996-ea0e-7c5f-4fe092ef6bcc,74,3,H,Screw Holes,matched,original-matched,,1,8
A37-3J,b6b94a96-cbac-0ef0-161b-2cc5346f6694,74,3,J,Screw Holes,matched,original-matched,,1,10
A37-4A,5eb94a96-d1b5-fbee-203a-fafbb4691c5b,73,4,A,Adhesive,matched,original-matched,,1,1
A37-4B,32b94a96-d083-f4d7-4342-31451f929a89,73,4,B,Adhesive,matched,original-matched,,1,2
A37-4C,b6b94a96-cf59-0266-fec9-d59bd1c91dcc,73,4,C,Adhesive,matched,original-matched,,1,3
A37-4D,e2b94a96-d0d3-5581-1450-6009c3d4dfcd,73,4,D,Adhesive,matched,original-matched,,2,4
A37-4E,78b94a96-cd3f-574e-3c77-d670b95328df,74,4,E,Adhesive,matched,original-matched,,2,5
A37-4G,72b94a96-cb01-1c52-98f5-6bbc012be1a1,74,4,G,Adhesive,matched,original-matched,,1,7
A37-4H,aeb94a96-c9e7-2913-d812-4df47a750b9d,74,4,H,Adhesive,matched,original-matched,,2,8
A37-4J,aeb94a96-c9e7-2913-d812-4df47a750b9d,74,4,J,Adhesive,manual-qa,manual-scan,,2,10
A38-1A,3cb94a96-e065-0b78-272a-f56a88861a02,75,1,A,Screw Holes,matched,original-matched,,2,1
A38-1B,54b94a96-dde9-052b-2e3e-bf1407a440bc,75,1,B,Screw Holes,matched,original-matched,,2,2
A38-1C,56b94a96-dfdd-0638-92dc-d0af2e4a23b5,75,1,C,Screw Holes,matched,original-matched,,1,3
A38-1D,bcb94a96-e0f2-4f27-ca7f-00e07899edfc,75,1,D,Screw Holes,matched,original-matched,,2,4
A38-1E,34b94a96-e17c-4949-1d57-716a81903e91,76,1,E,Screw Holes,matched,original-matched,,1,5
A38-1G,f4b94a96-c689-2553-55eb-eece40ac4fc3,76,1,G,Screw Holes,matched,original-matched,,1,7
A38-1H,7eb94a96-c7ab-3619-7f3e-64c1454ee580,76,1,H,Screw Holes,matched,original-matched,,1,8
A38-1J,dcb94a96-e1dd-3627-b638-4a96266d05cb,76,1,J,Screw Holes,matched,original-matched,,2,10
A38-2A,48b94a96-dcdc-6f95-6325-2835740064c4,75,2,A,Screw Holes,matched,original-matched,,1,1
A38-2B,26b94a96-dee3-8ed3-4688-52e6d4f45e7c,75,2,B,Screw Holes,matched,original-matched,,1,2
A38-2C,a6b94a96-e135-6cbc-566d-3e1dc9a92ecf,75,2,C,Screw Holes,matched,original-matched,,1,3
A38-2D,54b94a96-dde9-052b-2e3e-bf1407a440bc,75,2,D,Screw Holes,matched,original-matched,,2,4
A38-2E,dcb94a96-e1dd-3627-b638-4a96266d05cb,76,2,E,Screw Holes,matched,original-matched,,2,5
A38-2G,3eb94a96-c6d2-7e4d-9f4b-ed0058c33d1f,76,2,G,Screw Holes,matched,original-matched,,2,7
A38-2H,2eb94a96-c7f4-ec20-e2e6-b81ddb19f150,76,2,H,Screw Holes,matched,original-matched,,1,8
A38-2J,b2b94a96-c512-fe3a-22c7-d60c929a6ba9,76,2,J,Screw Holes,matched,original-matched,,2,10
A38-3A,bcb94a96-e0f2-4f27-ca7f-00e07899edfc,75,3,A,Screw Holes,matched,original-matched,,2,1
A38-3B,ecb94a96-df31-8bff-e090-b9e4bf9c8e0e,75,3,B,Screw Holes,matched,original-matched,,1,2
A38-3C,3cb94a96-e065-0b78-272a-f56a88861a02,75,3,C,Screw Holes,matched,original-matched,,2,3
A38-3D,06b94a96-de98-9807-0865-fc01c2f52d66,75,3,D,Screw Holes,matched,original-matched,,2,4
A38-3E,eeb94a96-e21e-4db4-90ff-b3d492ae03bc,76,3,E,Screw Holes,matched,original-matched,,1,5
A38-3G,bcb94a96-c713-6860-69f8-5bfbc3efb79c,76,3,G,Screw Holes,matched,original-matched,,1,7
A38-3H,46b94a96-c83d-80df-27e1-5d517e8667a1,76,3,H,Screw Holes,matched,original-matched,,1,8
A38-3J,9eb94a96-c594-d47f-0ffc-13519508a0b7,76,3,J,Screw Holes,matched,original-matched,,1,10
A38-4A,12b94a96-de40-df9b-d463-3a8224f5d924,75,4,A,Adhesive,matched,original-matched,,1,1
A38-4B,80b94a96-e020-ee2c-c199-eb69cd487184,75,4,B,Adhesive,matched,original-matched,,1,2
A38-4C,7ab94a96-dc8f-282c-98a5-17af942e5a18,75,4,C,Adhesive,matched,original-matched,,1,3
A38-4D,06b94a96-de98-9807-0865-fc01c2f52d66,75,4,D,Adhesive,matched,original-matched,,2,4
A38-4E,b2b94a96-c512-fe3a-22c7-d60c929a6ba9,76,4,E,Adhesive,matched,original-matched,,2,5
A38-4G,54b94a96-c641-c062-7ed6-287ee5c0e3d0,76,4,G,Adhesive,matched,original-matched,,1,7
A38-4H,aab94a96-c880-a4e3-4219-278db1cba8b4,76,4,H,Adhesive,matched,original-matched,,1,8
A38-4J,3eb94a96-c6d2-7e4d-9f4b-ed0058c33d1f,76,4,J,Adhesive,matched,original-matched,,2,10
A39-1A,a4b94a96-db3e-fab3-dd1c-df7671abe646,77,1,A,Screw Holes,manual-qa,manual-scan,,1,1
A39-1B,42b94a96-da24-ff9f-0271-d95ef81a94c7,77,1,B,Screw Holes,matched,original-matched,,1,2
A39-1C,a6b94a96-d904-9c19-9c51-f8b389bc801f,77,1,C,Screw Holes,matched,original-matched,,1,3
A39-1D,ceb94a96-d7e5-1f25-446a-3ed5b4f049db,77,1,D,Screw Holes,matched,original-matched,,1,4
A39-1E,ceb94a96-d463-41c0-97d2-71b0f31d1c26,78,1,E,Screw Holes,matched,original-matched,,1,5
A39-1G,90b94a96-d50d-393d-5f20-1286658fd290,78,1,G,Screw Holes,matched,original-matched,,1,7
A39-1H,b6b94a96-d752-2490-b492-de15620ce488,78,1,H,Screw Holes,matched,original-matched,,2,8
A39-1J,7ab94a96-d70d-cfb6-0b21-c9ebe657d4d5,78,1,J,Screw Holes,matched,original-matched,,1,10
A39-2A,00b94a96-dc43-f50c-ef5b-0527e038a8f4,77,2,A,Screw Holes,matched,original-matched,,1,1
A39-2B,e2b94a96-daf4-d5ad-8785-335751a444ec,77,2,B,Screw Holes,matched,original-matched,,1,2
A39-2C,48b94a96-d9dd-17ab-7438-6ba48816145f,77,2,C,Screw Holes,matched,original-matched,,1,3
A39-2D,e2b94a96-d8b2-3282-9b75-8d47465658ce,77,2,D,Screw Holes,matched,original-matched,,2,4
A39-2E,cab94a96-d795-3e3a-a742-1fa748d96755,78,2,E,Screw Holes,matched,original-matched,,1,5
A39-2G,1ab94a96-d38f-9d0a-ce83-500772f43952,78,2,G,Screw Holes,matched,original-matched,,1,7
A39-2H,54b94a96-d6c9-8e85-27b0-2fb9f0471106,78,2,H,Screw Holes,matched,original-matched,,2,8
A39-2J,82b94a96-d5d9-bb18-c05c-b273d4388ccb,78,2,J,Screw Holes,matched,original-matched,,2,10
A39-3A,86b94a96-dbff-f635-11d1-1ba3a8667384,77,3,A,Screw Holes,matched,original-matched,,1,1
A39-3B,3ab94a96-daaa-1504-53ef-b4bfe12c1e3f,77,3,B,Screw Holes,matched,original-matched,,1,2
A39-3C,28b94a96-d99b-f115-8e0c-69786fd60b23,77,3,C,Screw Holes,matched,original-matched,,1,3
A39-3D,76b94a96-d86b-10f7-dd0c-0bf783f4c218,77,3,D,Screw Holes,matched,original-matched,,1,4
A39-3E,3ab94a96-d343-96c0-ba68-58699373dd6b,78,3,E,Screw Holes,matched,original-matched,,1,5
A39-3G,54b94a96-d6c9-8e85-27b0-2fb9f0471106,78,3,G,Screw Holes,matched,original-matched,,2,7
A39-3H,60b94a96-d3d7-a192-734a-88134afaf768,78,3,H,Screw Holes,matched,original-matched,,1,8
A39-3J,2ab94a96-d658-d28f-a3ab-9414f2bae03c,78,3,J,Screw Holes,matched,original-matched,,1,10
A39-4A,1ab94a96-da6b-1894-b107-b01633fabcf0,77,4,A,Adhesive,matched,original-matched,,1,1
A39-4B,7cb94a96-d950-d580-b157-be57b0d69d11,77,4,B,Adhesive,matched,original-matched,,1,2
A39-4C,18b94a96-d825-f968-5716-a6754ebbb713,77,4,C,Adhesive,matched,original-matched,,1,3
A39-4D,e2b94a96-d8b2-3282-9b75-8d47465658ce,77,4,D,Adhesive,manual-qa,manual-scan,,2,4
A39-4E,82b94a96-d5d9-bb18-c05c-b273d4388ccb,78,4,E,Adhesive,matched,original-matched,,2,5
A39-4G,10b94a96-d41d-e4b6-08ff-28b27a2bc880,78,4,G,Adhesive,matched,original-matched,,1,7
A39-4H,b6b94a96-d752-2490-b492-de15620ce488,78,4,H,Adhesive,matched,original-matched,,2,8
A39-4J,36b94a96-d4c8-0a7d-8853-e604771dfc60,78,4,J,Adhesive,matched,original-matched,,1,10
A40-1A,96b94a96-cc6b-078d-126c-bff4963380ef,79,1,A,Screw Holes,matched,original-matched,,2,1
A40-1B,a6b94a96-ce2e-2fc0-cfc1-21477d3f4577,79,1,B,Screw Holes,matched,original-matched,,2,2
A40-1C,d0b94a96-cad5-50c4-c6e3-53602b81ec9e,79,1,C,Screw Holes,matched,original-matched,,1,3
A40-1D,a6b94a96-ce2e-2fc0-cfc1-21477d3f4577,79,1,D,Screw Holes,matched,original-matched,,2,4
A40-1E,a2b94a96-d19d-69a6-8139-8afd673117e6,80,1,E,Screw Holes,matched,original-matched,,2,5
A40-1G,5cb94a96-d119-4bd2-9f38-35023a9ceb72,80,1,G,Screw Holes,matched,original-matched,,2,7
A40-1H,58b94a96-d2ab-dbab-c8ca-5eeac09903e8,80,1,H,Screw Holes,matched,original-matched,,2,8
A40-1J,1eb94a96-cf1b-2297-c054-846fdb75cc3d,80,1,J,Screw Holes,matched,original-matched,,2,10
A40-2A,b0b94a96-ca91-243c-b664-af2e9315beb0,79,2,A,Screw Holes,matched,original-matched,,1,1
A40-2B,88b94a96-cc29-b325-29bb-74d5657966dc,79,2,B,Screw Holes,matched,original-matched,,1,2
A40-2C,0ab94a96-cd57-107b-dcfd-bab3a292d0dd,79,2,C,Screw Holes,matched,original-matched,,1,3
A40-2D,62b94a96-ca4d-99c9-8675-e1906f04c075,79,2,D,Screw Holes,matched,original-matched,,1,4
A40-2E,1eb94a96-cf1b-2297-c054-846fdb75cc3d,80,2,E,Screw Holes,matched,original-matched,,2,5
A40-2G,b6b94a96-ced9-ba19-9b81-32d8470578f7,80,2,G,Screw Holes,matched,original-matched,,1,7
A40-2H,c0b94a96-d089-e2ba-10a8-79d81166f1e9,80,2,H,Screw Holes,matched,original-matched,,1,8
A40-2J,80b94a96-cfb0-9bab-4a6d-a64dedd6dcad,80,2,J,Screw Holes,matched,original-matched,,1,10
A40-3A,98b94a96-cda0-e5eb-71a8-a1d3a95f53ee,79,3,A,Screw Holes,matched,original-matched,,2,1
A40-3B,96b94a96-cc6b-078d-126c-bff4963380ef,79,3,B,Screw Holes,matched,original-matched,,2,2
A40-3C,52b94a96-cd15-ee66-20e3-b7c0646cbf61,79,3,C,Screw Holes,matched,original-matched,,1,3
A40-3D,98b94a96-cda0-e5eb-71a8-a1d3a95f53ee,79,3,D,Screw Holes,matched,original-matched,,2,4
A40-3E,58b94a96-d2ab-dbab-c8ca-5eeac09903e8,80,3,E,Screw Holes,matched,original-matched,,2,5
A40-3G,46b94a96-d223-ecfc-10b4-9524dada4c73,80,3,G,Screw Holes,matched,original-matched,,1,7
A40-3H,a2b94a96-d19d-69a6-8139-8afd673117e6,80,3,H,Screw Holes,matched,original-matched,,2,8
A40-3J,02b94a96-d046-f4a5-6e16-faec66b27da1,80,3,J,Screw Holes,matched,original-matched,,1,10
A40-4A,e2b94a96-cb19-228f-25ec-27bba245fe7b,79,4,A,Adhesive,matched,original-matched,,1,1
A40-4B,42b94a96-cccc-77b0-7652-88a700186f78,79,4,B,Adhesive,matched,original-matched,,1,2
A40-4C,14b94a96-ce78-88e1-b972-4953fc722d76,79,4,C,Adhesive,matched,original-matched,,1,3
A40-4D,beb94a96-cbea-0859-2996-65ba4f67964f,79,4,D,Adhesive,matched,original-matched,,1,4
A40-4E,f4b94a96-d0cb-8882-edd9-d45184a5db4d,80,4,E,Adhesive,matched,original-matched,,2,5
A40-4G,6cb94a96-cff0-ded5-93bc-ce6f47f15a9c,80,4,G,Adhesive,matched,original-matched,,1,7
A40-4H,5cb94a96-d119-4bd2-9f38-35023a9ceb72,80,4,H,Adhesive,matched,original-matched,,2,8
A40-4J,f4b94a96-d0cb-8882-edd9-d45184a5db4d,80,4,J,Adhesive,matched,original-matched,,2,10
A41-1A,8cb94a96-c97a-8ac8-13fc-cde282e28055,81,1,A,Screw Holes,matched,original-matched,,2,1
A41-1B,68b94a96-c6a7-1f36-0f1b-8b7c6b996f53,81,1,B,Screw Holes,matched,original-matched,,1,2
A41-1C,b4b94a96-c92e-9c6c-9f62-5702122c4a86,81,1,C,Screw Holes,matched,original-matched,,1,3
A41-1D,24b94a96-c7e1-6bda-626e-d3dab285b086,81,1,D,Screw Holes,matched,original-matched,,1,4
A41-1E,a6b94a96-e14e-feec-adb9-dddad0b68f60,82,1,E,Screw Holes,matched,original-matched,,1,5
A41-1G,5eb94a96-dedd-6398-41fe-56c31bd4f1b6,82,1,G,Screw Holes,matched,original-matched,,1,7
A41-1H,9ab94a96-dd4f-4572-e153-4c013a2b09bc,82,1,H,Screw Holes,matched,original-matched,,1,8
A41-1J,32b94a96-e18c-0f69-9481-1a16a4a27c71,82,1,J,Screw Holes,matched,original-matched,,2,10
A41-2A,8cb94a96-c97a-8ac8-13fc-cde282e28055,81,2,A,Screw Holes,matched,original-matched,,2,1
A41-2B,7cb94a96-c845-0a3e-b34f-265223adf377,81,2,B,Screw Holes,matched,original-matched,,2,2
A41-2C,d4b94a96-c6ed-1a38-a1ef-2265facf2516,81,2,C,Screw Holes,matched,original-matched,,1,3
A41-2D,e6b94a96-ca01-d9c7-7678-91ec07da284c,81,2,D,Screw Holes,matched,original-matched,,2,4
A41-2E,32b94a96-e18c-0f69-9481-1a16a4a27c71,82,2,E,Screw Holes,matched,original-matched,,2,5
A41-2G,90b94a96-df3a-4b97-31bb-bd5f13ac6155,82,2,G,Screw Holes,matched,original-matched,,1,7
A41-2H,beb94a96-dd9e-a1c7-363e-e53862bb2ebc,82,2,H,Screw Holes,matched,original-matched,,1,8
A41-2J,5eb94a96-c50e-94e0-de0e-77315787371b,82,2,J,Screw Holes,matched,original-matched,,2,10
A41-3A,b2b94a96-c896-e525-3b32-beab0c5bf1a8,81,3,A,Screw Holes,matched,original-matched,,2,1
A41-3B,bcb94a96-c60f-612d-22e6-a419b39f125f,81,3,B,Screw Holes,matched,original-matched,,1,2
A41-3C,72b94a96-c9b9-d51b-87e2-4442aa1e247e,81,3,C,Screw Holes,matched,original-matched,,1,3
